squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
21482.0,43.0,1,1,38,72335.0,1,8,2021,0,0,5360,9520,271,0,3,2156342.1
86393.0,19.0,0,1,14,79437.0,3,6,2010,1,1,5153,2888,745,1,6,8643976.0
33098.0,24.0,1,1,13,16595.0,8,10,2021,0,0,3844,9677,380,0,5,3318507.1
52169.0,67.0,1,1,47,47726.0,7,7,1997,1,1,2308,2680,222,1,4,5223905.7
19373.0,99.0,1,1,75,82403.0,4,4,1997,0,0,3854,2438,207,1,3,1949240.7
9771.0,26.0,0,1,48,97664.0,3,6,1995,0,1,2211,1892,367,0,0,983421.5
50401.0,60.0,0,1,55,23900.0,5,5,2003,0,0,72,1856,443,0,5,5046874.3
23841.0,71.0,1,1,25,32106.0,3,7,2010,1,1,7590,5224,564,1,1,2390804.0
66744.0,40.0,1,0,44,83019.0,4,5,2011,1,1,8949,6510,851,1,10,6681155.1
23917.0,57.0,0,0,92,79479.0,9,2,1992,1,0,7268,1683,272,1,6,2396597.2
50478.0,34.0,0,0,11,76584.0,10,8,2015,1,0,5532,7821,711,1,6,5048822.5
50890.0,49.0,0,1,90,77927.0,2,4,2020,0,0,180,1761,117,1,5,5094287.0
16174.0,26.0,1,0,100,2858.0,9,4,2010,1,1,6699,199,550,1,1,1632405.0
33135.0,29.0,0,0,77,6740.0,9,3,2014,1,1,5397,1850,745,1,6,3319402.4
1754.0,87.0,1,0,70,61786.0,1,6,2013,1,1,5466,4262,355,1,2,185004.3
7288.0,21.0,0,1,44,88937.0,4,5,2015,1,0,2988,7824,766,1,4,734763.5
68760.0,86.0,0,1,90,97738.0,8,5,2009,1,0,3855,9786,651,1,7,6886258.9
40364.0,3.0,0,1,63,2420.0,5,4,2011,0,0,8580,8428,264,0,6,4043483.1
60256.0,60.0,1,0,68,57262.0,9,3,2016,0,1,5123,1273,569,1,10,6033836.6
67642.0,98.0,0,0,54,97506.0,5,8,2020,1,1,320,5182,777,1,5,6766834.0
57581.0,22.0,1,0,34,11215.0,4,8,2000,1,0,1251,1650,115,0,5,5766399.0
97688.0,60.0,0,1,25,42775.0,8,9,1990,0,0,8847,4009,158,1,0,9775672.0
84023.0,8.0,1,0,44,23355.0,3,1,2013,1,0,6948,398,669,1,9,8408349.3
17874.0,67.0,1,0,44,99019.0,3,5,2018,0,0,6113,6928,536,1,3,1793943.8
51124.0,81.0,0,0,26,93857.0,1,5,2018,0,0,7199,6759,740,0,1,5114003.8
86467.0,68.0,0,1,22,9328.0,3,6,2014,0,0,1035,8000,561,1,8,8650673.4
80995.0,7.0,0,1,50,28239.0,8,4,2019,0,0,4568,3359,567,1,6,8106168.9
88501.0,53.0,0,0,54,47121.0,4,3,1992,1,0,6277,279,234,1,8,8853507.2
29273.0,36.0,0,0,46,21071.0,3,1,2000,1,1,6821,9662,208,0,8,2930120.0
8977.0,51.0,0,1,56,6990.0,6,1,2015,1,0,6239,8870,149,0,9,905128.5
53029.0,62.0,0,1,27,98057.0,5,3,2010,0,0,8833,6406,180,0,1,5308875.0
25954.0,38.0,0,1,91,22192.0,6,1,2007,0,1,1700,5166,758,0,0,2606155.7
22714.0,17.0,0,0,48,99772.0,9,2,2009,1,1,6891,6202,439,1,1,2276626.9
78293.0,20.0,0,0,39,73162.0,7,9,2004,1,0,5078,1044,701,1,10,7832273.4
71693.0,21.0,1,0,19,42204.0,10,5,2015,0,1,4893,951,912,1,8,7173700.5
32974.0,12.0,1,1,50,13197.0,8,8,2018,1,1,952,7601,859,1,5,3303547.8
33185.0,28.0,0,1,60,37437.0,5,8,1998,0,0,6398,2111,437,0,8,3325883.8
82469.0,2.0,1,0,66,83852.0,6,6,2009,1,0,7623,8861,186,1,5,8252420.9
10821.0,71.0,1,1,97,53893.0,5,7,1991,1,1,8154,4918,297,0,8,1100557.1
62940.0,35.0,0,0,90,21739.0,1,6,2001,1,1,1900,5532,227,1,0,6299150.1
79047.0,7.0,1,0,58,15805.0,1,1,1992,0,0,5833,2166,309,0,3,7913249.2
72368.0,74.0,1,0,91,44213.0,7,3,2002,0,0,9310,2219,331,1,10,7245229.2
15630.0,78.0,1,0,4,98750.0,7,3,1996,1,0,7084,4158,225,1,0,1565985.6
3261.0,7.0,1,0,52,96507.0,7,4,2013,1,0,6538,5379,172,0,2,333334.3
92505.0,51.0,1,1,50,20037.0,9,10,1997,1,0,0,8449,268,1,0,9259024.7
96429.0,68.0,1,1,49,17133.0,3,7,2004,0,1,4092,2010,650,1,5,9650188.4
61361.0,13.0,0,0,39,95025.0,9,2,1992,0,1,5144,4079,703,0,5,6138782.2
11470.0,93.0,0,0,25,29901.0,9,8,1996,0,0,6048,6393,420,0,1,1148699.6
18844.0,88.0,0,0,100,48241.0,6,7,2006,1,1,4219,7871,355,1,4,1887200.6
17950.0,57.0,0,1,69,52904.0,4,10,1996,1,0,1925,1408,910,0,2,1802294.6
33814.0,70.0,0,1,63,64240.0,8,6,2014,1,0,3128,8963,328,1,4,3390442.4
84612.0,6.0,0,1,50,11155.0,7,9,2001,0,1,5327,5294,424,0,6,8466374.1
55845.0,54.0,0,0,41,6679.0,10,7,2019,0,1,704,6103,315,0,7,5588845.9
21316.0,9.0,1,1,27,81882.0,9,8,1999,0,0,8423,3145,973,1,3,2138919.9
53822.0,82.0,0,0,14,84693.0,10,6,2008,1,1,9755,6023,761,0,4,5383902.8
55022.0,61.0,1,0,43,37613.0,6,10,1998,1,0,8955,9093,216,0,1,5508301.8
4087.0,23.0,0,1,22,20067.0,1,10,2012,0,0,1660,1157,433,1,8,414319.2
10206.0,42.0,1,0,56,15906.0,5,4,2007,0,0,6807,5748,537,1,9,1024239.7
54715.0,74.0,0,0,38,6441.0,2,4,1997,0,1,5908,4317,776,0,7,5472607.7
9147.0,42.0,1,0,89,6189.0,6,3,2000,0,1,8572,8015,489,0,6,928384.0
76647.0,24.0,1,1,51,46056.0,2,2,1993,1,0,9871,7235,919,0,8,7670985.3
40839.0,78.0,1,1,31,46326.0,1,9,1990,1,0,7433,2511,580,0,2,4092414.0
14536.0,79.0,0,1,88,57303.0,9,1,1996,0,0,9168,1248,566,1,8,1464600.6
58917.0,83.0,1,0,29,10245.0,3,1,1996,0,0,9028,9582,298,0,0,5898396.6
91559.0,36.0,0,1,21,82521.0,6,2,2007,0,1,788,4788,132,1,8,9161130.7
78982.0,38.0,1,0,18,84329.0,3,8,2007,1,1,1538,7225,328,1,0,7905259.7
31820.0,19.0,0,1,14,99795.0,9,5,2006,1,0,475,8097,606,1,10,3185287.6
4885.0,100.0,0,0,54,79559.0,7,8,1993,0,0,9519,8043,718,0,6,493693.3
77726.0,23.0,0,0,1,65747.0,10,4,2003,1,0,5497,5984,885,1,6,7773518.3
77196.0,2.0,1,0,94,55058.0,3,3,1991,1,1,9702,4872,330,1,1,7726722.1
69165.0,66.0,1,0,74,51371.0,4,4,2009,1,1,1543,9736,939,1,9,6926290.9
46195.0,68.0,0,1,99,73233.0,3,5,1997,1,1,6354,2252,735,1,9,4631767.7
52832.0,46.0,0,1,70,1216.0,10,4,1993,1,0,1450,2309,885,1,10,5292504.3
19319.0,18.0,0,1,56,97994.0,3,8,2004,1,1,5348,251,220,0,7,1940995.4
1333.0,53.0,0,1,62,78427.0,1,9,2016,0,1,4196,2538,210,0,6,139934.6
1720.0,73.0,1,1,83,70620.0,7,8,1991,1,1,70,4360,126,1,5,183918.1
7808.0,72.0,1,1,18,48436.0,1,9,2008,0,0,1463,6628,834,1,5,789027.8
34131.0,4.0,1,0,19,3470.0,7,10,1991,0,1,3503,3385,122,1,10,3418759.1
30782.0,99.0,1,0,48,64577.0,1,5,2020,1,0,9701,2104,783,0,9,3082971.0
17723.0,48.0,1,1,82,28332.0,2,2,2007,1,1,2154,471,631,0,5,1781409.7
57789.0,60.0,1,1,24,58302.0,1,6,2008,1,0,5651,7192,105,0,5,5787699.8
33935.0,12.0,0,0,86,30349.0,7,4,2015,1,1,7274,2699,626,0,0,3400557.5
14274.0,66.0,0,0,88,69500.0,6,9,1990,1,1,243,5257,349,0,3,1432787.0
50219.0,96.0,1,0,54,23667.0,9,6,2003,0,1,8051,8796,965,1,0,5025975.3
98501.0,66.0,1,0,51,10725.0,4,5,2002,1,1,2911,6782,520,1,4,9856475.2
22541.0,99.0,1,1,27,30951.0,3,5,2011,1,0,4339,4606,419,0,10,2264203.1
64164.0,47.0,1,1,49,2059.0,5,2,2016,1,0,6643,2420,273,1,2,6427021.6
42907.0,62.0,0,0,93,15928.0,3,4,2013,0,1,1883,3317,415,0,1,4296273.3
56701.0,60.0,1,1,34,91300.0,6,2,2008,0,0,9778,5920,396,0,4,5673882.8
52843.0,75.0,1,1,50,53689.0,6,7,2004,0,1,5877,1381,358,1,3,5291087.4
24516.0,100.0,0,1,67,80608.0,6,1,2005,0,0,6478,9195,722,1,6,2458884.5
92256.0,32.0,0,1,35,73315.0,10,1,2014,0,1,8875,570,582,0,1,9231273.4
14856.0,3.0,0,1,57,51473.0,6,1,2018,0,0,3592,3199,819,0,5,1490234.8
95546.0,26.0,1,1,65,46948.0,4,2,2005,1,1,6223,7533,334,1,8,9565439.5
68375.0,55.0,0,0,74,77285.0,2,2,1994,0,0,3854,960,168,1,1,6838539.4
86526.0,50.0,1,1,89,3795.0,3,8,2003,1,1,4774,6436,735,1,6,8668619.3
48637.0,64.0,1,0,83,30779.0,6,4,1992,1,0,594,8310,898,0,5,4872012.2
22061.0,59.0,1,1,50,37784.0,9,6,1997,1,1,5559,690,127,1,3,2212814.7
12430.0,55.0,1,1,4,50791.0,6,6,1997,0,0,6810,6176,582,1,9,1250208.7
26770.0,8.0,1,1,69,79970.0,10,8,2016,1,0,6924,6367,940,1,2,2687139.6
14296.0,27.0,1,1,21,42471.0,6,2,1991,0,0,1023,85,690,1,10,1438655.1
76174.0,76.0,1,1,34,64188.0,7,7,1997,1,1,1767,2935,297,1,7,7628022.7
22162.0,14.0,0,1,99,84655.0,2,10,1994,1,0,5587,8854,693,1,9,2223268.4
21503.0,2.0,1,1,74,13188.0,6,1,2004,0,0,8279,1092,824,1,5,2159844.4
62093.0,12.0,0,1,94,65064.0,9,2,2004,1,0,9421,7699,777,1,2,6222279.4
16000.0,41.0,1,1,25,86898.0,9,4,2007,0,1,7228,764,138,0,6,1606948.7
57639.0,65.0,1,1,40,37618.0,1,8,2002,1,0,8125,8215,973,0,6,5769167.2
81468.0,19.0,0,1,39,101.0,2,5,2009,1,1,7553,1958,184,1,0,8152781.9
85444.0,35.0,0,1,97,59176.0,9,1,2002,0,1,366,3582,901,0,5,8553656.2
89708.0,27.0,1,0,72,64301.0,3,10,2013,0,1,2592,6674,456,1,8,8978292.3
91311.0,23.0,1,0,24,5657.0,8,8,1991,0,0,5515,4005,985,1,8,9137559.1
90111.0,94.0,1,0,30,77398.0,8,4,2008,1,0,1346,3328,994,0,5,9014247.8
23684.0,95.0,0,0,76,41456.0,5,10,2013,0,1,6588,9147,931,0,8,2370875.3
63062.0,60.0,0,0,37,73988.0,10,8,2003,0,1,3391,5307,948,0,2,6307914.3
87669.0,27.0,1,0,11,70942.0,1,4,2008,0,0,4876,5867,138,0,10,8770848.8
28640.0,68.0,0,1,98,79149.0,9,2,1990,0,0,4829,7148,865,0,1,2870927.0
39129.0,76.0,0,1,26,36562.0,9,10,1996,1,1,4674,8150,737,1,8,3919404.6
46953.0,82.0,1,0,41,53857.0,6,1,2006,0,1,4606,4712,475,0,2,4699973.6
64108.0,67.0,0,1,98,71492.0,1,3,1992,1,1,7326,9517,898,0,4,6423668.2
15299.0,91.0,1,0,95,60138.0,5,2,2020,0,1,4927,6271,997,0,0,1542950.0
76326.0,2.0,0,0,83,87311.0,5,4,2004,0,0,4050,2048,248,0,0,7635872.4
17618.0,87.0,0,0,91,63306.0,9,2,2014,1,0,701,3288,418,1,6,1765108.4
28459.0,52.0,0,0,4,50114.0,1,7,2012,1,1,3570,9363,318,0,6,2846923.2
80699.0,20.0,1,0,88,65145.0,3,10,2009,0,1,1740,1538,372,0,8,8074576.9
43586.0,12.0,1,0,96,16475.0,2,6,2015,0,0,6790,8376,626,0,7,4366236.5
45199.0,42.0,1,1,35,64468.0,10,9,2017,0,0,6758,9915,363,1,2,4525009.7
60861.0,98.0,1,0,65,38651.0,3,5,2017,0,1,1595,4799,715,0,5,6095914.7
73048.0,22.0,1,1,75,8350.0,2,7,2009,0,1,8818,4393,159,1,3,7316030.9
21536.0,48.0,1,1,67,63470.0,7,10,2016,0,0,3622,3477,530,0,5,2165059.6
32951.0,20.0,1,0,53,75542.0,5,1,1992,0,1,1204,8965,752,0,0,3300626.2
77043.0,22.0,1,1,83,61124.0,10,6,1993,0,0,6531,7762,814,0,9,7709349.3
86834.0,54.0,1,1,23,11119.0,1,1,2013,1,1,5173,9258,757,1,5,8690922.3
77491.0,58.0,0,0,32,33534.0,7,7,2021,1,1,53,4181,961,1,9,7751876.1
73136.0,77.0,1,0,88,95018.0,9,9,2006,1,1,1730,5017,967,0,4,7325694.6
28722.0,7.0,1,0,54,23861.0,9,5,1991,0,1,6224,5314,973,1,1,2881430.1
89087.0,2.0,0,1,44,11926.0,7,7,2007,1,0,8225,8734,852,0,1,8914578.7
23863.0,67.0,0,1,71,72354.0,6,1,1990,1,0,6878,8157,257,1,7,2397991.0
40993.0,16.0,0,1,7,50040.0,6,8,2017,1,0,8833,10000,112,0,7,4102780.7
20349.0,35.0,0,1,52,75883.0,8,3,2016,1,0,5795,2346,618,1,3,2039634.6
63434.0,99.0,0,1,51,83026.0,1,3,2003,0,1,524,2398,556,0,4,6351082.3
89.0,33.0,0,0,72,61648.0,3,4,1995,0,1,3114,1258,264,1,9,10313.5
50152.0,39.0,1,0,70,1849.0,10,7,2015,0,1,7389,968,413,0,2,5018454.5
98266.0,14.0,1,1,42,27552.0,8,10,1990,1,1,6293,8164,1000,0,9,9838529.0
93490.0,45.0,1,1,15,51703.0,2,9,2012,0,0,8138,7038,350,0,3,9355490.2
3763.0,30.0,0,1,20,31506.0,5,4,2003,0,0,4511,5874,838,0,10,381105.3
98924.0,52.0,0,1,93,11880.0,1,4,1991,1,0,3572,559,866,0,9,9901248.1
5475.0,37.0,0,0,51,1384.0,1,5,1998,1,1,1553,4370,361,1,10,551668.8
97551.0,45.0,1,1,96,63519.0,3,2,2004,0,1,5170,7296,701,1,6,9764568.4
47143.0,7.0,1,1,63,16032.0,2,5,1990,0,1,8840,4147,798,1,7,4728886.0
11029.0,93.0,1,0,29,41720.0,10,6,2010,1,1,8494,4811,1000,1,6,1107498.0
65630.0,31.0,1,0,28,63393.0,5,2,2020,0,0,6187,3553,290,0,10,6566530.0
23164.0,79.0,0,0,76,59854.0,1,10,1992,1,1,1132,4213,519,0,4,2322369.2
32419.0,36.0,1,1,68,268.0,9,5,2021,0,1,2857,3533,929,0,0,3253478.1
97087.0,98.0,1,0,38,88363.0,8,2,2008,1,1,6678,6415,719,1,9,9716102.8
62672.0,33.0,1,0,17,94677.0,9,2,1990,0,1,3945,3011,602,0,9,6271020.0
16625.0,27.0,0,0,8,57906.0,9,9,2014,1,1,1946,2358,545,0,7,1664023.4
27900.0,1.0,1,0,96,47836.0,9,3,2005,1,1,5210,7900,622,1,7,2796434.5
34338.0,41.0,0,0,95,96913.0,3,2,1996,0,0,5015,7523,251,0,9,3442319.6
42648.0,55.0,1,0,61,65569.0,5,3,2010,1,1,8489,5873,533,1,1,4271244.0
82557.0,76.0,1,1,85,75533.0,4,8,2013,0,1,2948,5016,697,0,3,8262789.3
64013.0,22.0,0,0,59,37935.0,2,8,2007,0,1,4357,492,261,1,0,6404986.7
56616.0,88.0,0,1,47,80605.0,4,5,2004,0,1,5788,7079,818,1,2,5666924.4
14044.0,48.0,0,1,43,80254.0,2,1,2001,0,1,5654,6669,198,1,6,1409581.1
96347.0,68.0,0,1,55,87676.0,1,6,2018,1,1,9802,3929,682,1,9,9637701.8
85083.0,70.0,0,0,33,15966.0,6,10,1994,1,1,1697,6032,573,1,3,8511641.4
32778.0,83.0,0,1,76,53696.0,8,6,2015,0,1,6818,5182,856,1,8,3286996.5
12922.0,83.0,1,0,34,17345.0,6,10,2017,0,1,6376,4241,757,1,9,1296979.7
13283.0,67.0,1,0,95,2766.0,9,9,1998,0,0,749,2008,411,0,4,1334061.8
38511.0,71.0,0,0,27,72402.0,5,3,2005,1,0,9764,768,123,0,3,3852614.5
40089.0,58.0,1,1,42,45594.0,9,1,1999,0,1,5976,9983,993,0,10,4016591.9
27592.0,14.0,0,1,24,21238.0,9,5,2019,0,1,9886,4315,246,0,8,2765037.9
54368.0,11.0,1,1,20,55761.0,3,7,2021,0,0,231,1939,223,0,8,5446398.1
72619.0,4.0,1,0,6,65180.0,1,1,2008,0,1,1754,3173,540,1,9,7266754.8
8978.0,57.0,1,1,16,77263.0,3,3,1990,0,0,4408,3138,826,0,5,905148.0
30925.0,18.0,1,1,83,91239.0,7,4,2016,1,1,747,8698,218,0,3,3104280.6
55038.0,46.0,1,0,45,4930.0,7,3,2007,0,0,9300,4032,172,0,6,5510722.7
90323.0,27.0,0,0,95,24112.0,6,6,1999,1,0,1823,2630,964,0,9,9037654.9
91123.0,89.0,0,0,47,80260.0,2,5,2008,1,0,6089,7988,622,0,9,9116372.8
15944.0,83.0,1,1,32,96211.0,8,9,1993,1,0,6678,5275,709,0,0,1602339.3
17635.0,17.0,1,1,20,12706.0,1,5,2004,0,0,6956,963,451,0,7,1770551.4
84922.0,97.0,1,0,20,93104.0,9,3,1993,1,1,6768,7803,901,0,2,8498552.3
5017.0,48.0,0,0,49,71704.0,1,5,1993,1,0,9420,7264,343,0,5,506461.3
68102.0,83.0,0,1,46,99552.0,6,1,1999,1,0,7405,2501,670,1,9,6818967.9
90072.0,63.0,0,0,7,99403.0,9,10,2007,1,0,6103,7407,375,0,4,9008547.7
85942.0,73.0,0,0,37,47944.0,1,4,2002,1,1,7298,2582,521,1,1,8598513.2
81063.0,98.0,0,1,60,35456.0,8,6,2008,1,0,4818,9221,465,0,10,8113870.8
16771.0,48.0,1,0,18,41970.0,6,7,2014,0,1,995,5062,884,1,8,1682658.4
27729.0,65.0,0,1,38,46862.0,1,5,1990,1,1,114,5510,968,1,8,2778832.0
26506.0,95.0,0,1,69,86093.0,4,3,2015,1,0,9373,6376,509,0,1,2660579.5
780.0,18.0,0,1,95,74449.0,4,9,2005,0,1,1624,3544,149,1,9,82916.5
17687.0,33.0,0,0,58,23804.0,1,6,1999,1,0,4510,9564,725,0,6,1771295.9
7515.0,1.0,0,0,11,2750.0,5,10,2010,1,1,3443,206,208,0,3,752692.0
41164.0,59.0,0,0,69,96547.0,10,9,1991,1,0,7302,3267,954,1,7,4119024.1
99506.0,14.0,1,0,62,91675.0,4,1,2019,0,1,6320,8501,380,1,2,9956712.9
35532.0,87.0,1,1,49,48445.0,4,7,1991,1,1,4087,9541,651,1,9,3566862.1
56477.0,25.0,1,0,88,73449.0,8,3,2021,1,1,6692,5509,123,0,3,5654683.1
18642.0,62.0,0,0,65,990.0,3,8,2013,0,1,195,2385,666,1,7,1865856.3
78256.0,13.0,1,0,33,52330.0,7,3,2006,1,1,5104,5861,206,1,5,7832866.6
80746.0,36.0,0,0,19,13184.0,6,3,2003,1,1,7670,1538,892,1,7,8077153.3
65611.0,61.0,0,1,23,88748.0,9,9,1999,1,0,5046,6181,963,0,7,6563935.9
57044.0,25.0,0,0,93,2309.0,6,6,1992,1,0,2439,2443,527,1,4,5713004.2
95238.0,100.0,1,0,54,1606.0,8,9,2019,0,1,1533,8203,395,0,1,9530991.9
94570.0,90.0,0,1,99,54940.0,5,4,1997,0,1,2875,787,970,0,9,9464877.7
2871.0,83.0,1,1,44,52126.0,10,4,2018,0,0,3500,733,732,0,9,298537.8
6040.0,45.0,1,1,23,6418.0,2,9,1995,0,0,9301,3177,539,0,6,611596.5
75680.0,100.0,0,0,77,25496.0,5,2,2009,1,1,5647,3336,210,0,2,7572315.9
86732.0,35.0,0,0,99,78316.0,2,1,1996,1,1,2333,262,726,0,10,8680037.6
42179.0,11.0,0,0,40,69102.0,6,3,1999,1,1,9985,309,442,1,7,4221359.9
93506.0,20.0,1,0,28,7068.0,8,9,2017,1,0,5297,1410,306,1,8,9356982.7
27351.0,77.0,0,0,36,98465.0,4,1,1997,1,1,1150,3100,812,1,0,2738851.7
6009.0,36.0,1,1,59,3453.0,1,9,2016,0,0,8867,3057,158,0,9,612067.6
68482.0,51.0,1,0,35,34418.0,9,9,2021,1,0,3562,4808,603,1,6,6853208.1
74309.0,19.0,0,0,73,81934.0,3,1,2015,0,0,6743,447,607,0,2,7433733.5
34195.0,71.0,1,1,79,29555.0,7,6,2005,0,0,4813,357,398,0,0,3428702.5
53629.0,57.0,1,1,9,77081.0,3,8,1992,0,1,2160,4764,317,0,10,5366623.2
15195.0,14.0,0,0,38,44856.0,7,9,2013,0,0,3838,8302,678,1,4,1522445.3
6506.0,10.0,1,0,35,3225.0,10,6,2002,1,1,9958,4359,838,0,10,658467.2
25486.0,1.0,1,0,26,92697.0,6,2,1998,1,1,9328,4367,667,0,4,2555004.8
78183.0,65.0,1,1,86,3648.0,7,9,2007,0,1,8682,588,748,1,4,7829898.7
9026.0,51.0,1,0,28,85842.0,1,5,2000,1,0,779,9037,482,0,10,904797.0
71676.0,13.0,1,1,49,34.0,5,7,2009,1,0,1318,544,283,1,6,7178514.9
50949.0,50.0,1,0,9,81910.0,4,6,1996,0,0,3213,4628,725,1,10,5097163.6
11192.0,18.0,1,1,100,80973.0,8,10,2005,0,0,7138,2283,824,1,9,1129884.5
18874.0,48.0,1,1,54,13806.0,8,9,2009,1,1,4160,535,229,1,1,1893891.9
77963.0,53.0,0,0,77,38481.0,7,2,2004,1,1,8924,164,582,0,10,7801793.4
89775.0,12.0,1,1,9,6372.0,4,1,1997,1,0,3023,2117,170,0,2,8983705.7
93192.0,53.0,0,0,45,18690.0,9,3,2014,1,1,7786,4858,248,1,1,9321511.4
72870.0,25.0,1,1,29,9417.0,7,7,2007,1,0,1533,5684,167,0,7,7293420.7
57044.0,87.0,0,1,22,16068.0,3,5,2011,0,0,6910,4984,536,1,10,5710088.1
34800.0,11.0,1,1,84,18660.0,7,7,2003,1,1,5701,4024,323,0,0,3489284.3
70021.0,52.0,1,0,28,95678.0,4,6,1992,0,1,4480,6919,680,1,1,7005572.2
88287.0,76.0,0,0,95,76985.0,4,7,2009,1,1,3586,6017,472,1,7,8837290.9
75211.0,34.0,1,0,92,24625.0,3,4,2016,0,1,3002,2029,952,0,9,7528953.6
64654.0,34.0,1,0,33,12031.0,5,5,1992,1,0,4245,6313,563,0,3,6471114.2
76480.0,98.0,0,1,37,40978.0,5,6,2014,0,0,9737,7886,255,1,5,7651622.4
5630.0,66.0,1,1,66,27101.0,5,4,2013,0,0,9344,600,747,0,8,574843.3
73031.0,1.0,0,1,59,81815.0,4,10,1993,0,1,8249,460,966,1,6,7309235.3
64307.0,91.0,1,1,67,65183.0,1,10,2019,0,1,6824,7141,956,1,6,6442043.9
59732.0,69.0,1,1,75,63449.0,4,6,2021,1,1,9728,3783,788,0,3,5982091.1
75556.0,53.0,0,1,38,58206.0,2,5,1999,1,0,7875,5529,964,1,6,7560024.9
17553.0,15.0,0,0,30,57213.0,8,3,1997,1,0,689,4490,698,0,7,1757689.7
39132.0,30.0,1,1,68,90395.0,8,9,2020,0,0,9962,5955,953,0,6,3924407.0
18183.0,42.0,0,1,24,30384.0,3,4,2000,1,0,8089,3747,347,0,8,1823516.0
76847.0,62.0,1,1,12,6965.0,7,8,2012,0,0,9378,4203,836,1,5,7692386.2
2599.0,8.0,1,0,85,40789.0,3,9,2004,1,1,5566,1603,989,1,1,267488.4
92716.0,48.0,0,0,3,34663.0,6,8,1991,0,1,9364,4010,731,1,7,9272362.1
96767.0,62.0,0,0,66,30455.0,9,4,1997,0,0,8252,8145,167,0,5,9680781.7
74300.0,50.0,1,0,14,69316.0,10,9,1991,0,1,8604,7168,109,1,10,7436179.1
54090.0,61.0,1,1,36,9761.0,10,7,1996,1,0,4321,8989,923,0,0,5418306.6
29810.0,60.0,0,1,61,42527.0,8,8,2008,0,0,3429,2817,837,0,10,2990007.8
98767.0,58.0,1,0,80,4181.0,5,7,1997,1,0,7301,7232,452,0,10,9881688.7
37718.0,79.0,0,0,5,25226.0,2,10,1994,1,1,1768,378,689,1,9,3772814.4
64550.0,89.0,1,1,68,4708.0,7,2,2019,0,0,1945,8269,495,0,10,6465184.9
65165.0,19.0,0,1,97,27897.0,2,6,2016,0,0,3767,5246,926,0,9,6523661.6
98114.0,73.0,1,0,52,2781.0,10,10,2019,0,1,734,3127,365,0,0,9817419.9
8928.0,8.0,0,1,6,15140.0,4,3,2018,1,1,2174,3981,822,1,4,896505.8
95817.0,97.0,0,1,25,80904.0,3,5,1995,0,1,6697,8898,840,1,7,9588183.5
29710.0,96.0,1,0,67,33509.0,7,8,2015,0,1,9951,4716,1000,1,2,2978583.5
11062.0,23.0,0,1,95,95085.0,8,2,2019,1,0,3872,8335,250,0,8,1116815.9
55624.0,86.0,0,1,34,73242.0,4,4,2013,0,0,3030,8481,377,1,2,5565335.3
51672.0,89.0,0,1,76,16411.0,6,10,1992,0,1,6292,2856,591,1,10,5176324.2
66395.0,22.0,0,1,57,79008.0,1,6,2006,1,0,1475,7576,276,1,10,6647572.6
92190.0,11.0,1,0,72,71291.0,1,10,1995,0,1,5402,3753,142,0,2,9225418.5
7464.0,5.0,1,0,5,22624.0,5,10,2007,1,0,6351,10,945,1,10,749433.7
39022.0,97.0,0,0,29,93946.0,8,2,2008,1,1,1668,8481,173,1,7,3905955.8
12632.0,47.0,1,0,94,4729.0,2,1,2012,0,1,2646,9310,633,1,9,1271361.2
56666.0,13.0,0,0,63,80634.0,8,9,2000,1,1,6911,7146,543,1,9,5671002.0
380.0,4.0,1,1,62,9403.0,7,5,2002,1,0,1608,6594,201,0,9,45184.2
39477.0,84.0,0,0,22,1906.0,8,7,1993,1,0,2103,9193,859,0,5,3948983.3
35753.0,5.0,1,0,28,66317.0,5,10,2017,0,1,5690,4870,923,1,6,3580868.7
38765.0,16.0,0,1,56,58119.0,5,2,2003,1,0,8594,8440,398,0,10,3882491.3
79354.0,4.0,1,0,28,35812.0,2,9,1991,0,1,4757,6597,895,0,4,7939210.1
76844.0,83.0,0,0,45,44927.0,4,7,2008,1,0,9298,5088,168,1,1,7687475.8
64331.0,38.0,1,1,18,73160.0,10,3,2012,1,0,7769,7012,202,0,7,6442542.2
86424.0,86.0,1,1,100,10837.0,9,9,1998,0,1,5568,6811,895,1,6,8654131.8
18966.0,58.0,1,0,25,4414.0,10,4,2019,1,1,2327,7431,823,0,0,1902151.9
35652.0,48.0,0,0,33,75797.0,9,3,1996,1,0,9009,181,716,0,4,3569151.6
2671.0,28.0,1,0,42,75900.0,7,10,2019,0,1,5868,4566,288,1,9,272272.9
85431.0,3.0,1,0,33,74824.0,8,2,2016,1,0,8326,4450,195,1,6,8550479.6
5767.0,35.0,0,1,74,17357.0,2,10,1996,0,1,3529,2065,548,1,2,583642.6
45381.0,65.0,1,0,3,98233.0,10,4,2006,1,0,4163,8355,711,1,7,4543365.6
13714.0,36.0,1,0,3,18983.0,2,1,2005,0,0,8417,2147,704,1,2,1373673.5
466.0,83.0,1,1,87,98842.0,3,3,2001,1,1,4173,8933,182,1,10,58180.1
15724.0,37.0,1,1,91,68998.0,7,8,1999,0,1,7229,3151,444,1,9,1589321.9
87577.0,85.0,1,1,97,40642.0,8,6,2005,0,1,5100,7639,752,0,0,8772102.5
